Unnamed: 0,passage,question,question_type,input_lang,target
5798,John travelled to the kitchen. Mary took the apple there. Sandra journeyed to the hallway. John went back to the bathroom. Daniel travelled to the garden. Sandra moved to the kitchen. Mary travelled to the bedroom. Daniel travelled to the bathroom. Daniel travelled to the hallway. Sandra went to the office. Sandra travelled to the kitchen. Sandra went to the bathroom. Daniel went back to the garden. Daniel went to the kitchen. Sandra travelled to the garden. Mary dropped the apple. Mary moved to the garden. John travelled to the garden.,What is Mary carrying?,qa8,en,nothing
5799,Mary moved to the garden. Sandra moved to the kitchen. John took the milk there. Mary went to the bathroom. John moved to the office. Sandra moved to the bathroom. Mary took the football there. Sandra went back to the bedroom. John put down the milk. Sandra took the apple there.,What is John carrying?,qa8,en,nothing
5800,John is in the hallway. Sandra is in the kitchen. Sandra journeyed to the bedroom. Mary travelled to the garden. Mary went back to the bathroom. Sandra is no longer in the bedroom.,Is Sandra in the bedroom?,qa9,en,no
5801,John is in the hallway. Sandra is in the kitchen. Sandra journeyed to the bedroom. Mary travelled to the garden. Mary went back to the bathroom. Sandra is no longer in the bedroom. John is in the office. Mary is not in the bathroom.,Is Mary in the bathroom?,qa9,en,no
5802,John is not in the bathroom. Sandra is not in the bedroom. Mary journeyed to the garden. Sandra is in the hallway. Sandra is not in the hallway. Mary went back to the kitchen. Mary is in the hallway. Mary journeyed to the kitchen. John is in the bedroom. Sandra is not in the garden.,Is Mary in the kitchen?,qa9,en,yes
5803,John moved to the hallway. John journeyed to the office. Daniel went back to the office. Sandra is no longer in the hallway.,Is Sandra in the hallway?,qa9,en,no
5804,John is no longer in the garden. Daniel is in the hallway. Mary is not in the kitchen. Mary is in the hallway. Sandra travelled to the hallway. Mary moved to the office. Sandra is no longer in the hallway. Mary went back to the hallway.,Is Sandra in the hallway?,qa9,en,no
5805,Mary went to the bedroom. Mary journeyed to the garden. Mary is in the bathroom. John is not in the kitchen. John is in the bathroom. Mary is in the bedroom. Sandra is in the hallway. John moved to the kitchen. Mary is in the garden. Sandra travelled to the kitchen.,Is John in the kitchen?,qa9,en,yes
5806,Mary journeyed to the kitchen. John is not in the garden. Sandra is not in the bathroom. John is no longer in the hallway. Mary is in the garden. Mary journeyed to the office.,Is John in the hallway?,qa9,en,no
5807,Mary travelled to the garden. Sandra is no longer in the office. John is no longer in the bedroom. Mary is in the bathroom. John travelled to the bathroom. Daniel travelled to the hallway. John went to the bedroom. Mary is no longer in the bathroom. John travelled to the kitchen. Mary is no longer in the garden.,Is John in the office?,qa9,en,no
5808,John moved to the bathroom. Mary is in the bedroom. John moved to the hallway. Sandra is in the hallway.,Is Sandra in the office?,qa9,en,no
5809,John moved to the office. Sandra moved to the kitchen.,Is John in the office?,qa9,en,yes
5810,John moved to the office. Sandra moved to the kitchen. John travelled to the hallway. Daniel went back to the bathroom. John moved to the garden. Sandra is in the office. Daniel went back to the bedroom. John is not in the garden. Daniel is in the kitchen. Mary journeyed to the bedroom.,Is Daniel in the kitchen?,qa9,en,yes
5811,Mary travelled to the kitchen. Mary is no longer in the kitchen. John went back to the bathroom. Daniel went back to the office. Mary is in the hallway. Sandra is in the office.,Is Mary in the hallway?,qa9,en,yes
5812,Sandra is not in the bathroom. Daniel is no longer in the bathroom. Mary moved to the hallway. Daniel is no longer in the office. Daniel went to the bathroom. John journeyed to the garden.,Is Mary in the bedroom?,qa9,en,no
5813,Daniel is in the bedroom. Sandra went to the office. Daniel is in the kitchen. Mary travelled to the bedroom. Mary travelled to the office. Sandra went back to the kitchen. Mary travelled to the bedroom. John travelled to the hallway.,Is Sandra in the bedroom?,qa9,en,no
5814,John travelled to the bedroom. Mary is no longer in the office. John went to the garden. Daniel went to the kitchen. Sandra is not in the kitchen. Daniel is not in the kitchen.,Is Sandra in the kitchen?,qa9,en,no
5815,John is not in the bathroom. John went back to the garden.,Is John in the garden?,qa9,en,yes
5816,John is not in the bathroom. John went back to the garden. John went to the office. Daniel is in the office. John went to the hallway. Daniel went to the bedroom. Sandra went to the office. Mary went to the hallway. John is not in the hallway. Mary moved to the bedroom.,Is Sandra in the office?,qa9,en,yes
5817,John went to the hallway. Daniel is no longer in the bedroom. Daniel is no longer in the bathroom. John is in the office. Sandra is in the bedroom. Mary went back to the kitchen. Sandra is no longer in the bedroom. Sandra journeyed to the garden. Sandra is in the bedroom. Sandra journeyed to the kitchen.,Is Mary in the kitchen?,qa9,en,yes
5818,Mary is in the garden. Sandra travelled to the garden.,Is Sandra in the office?,qa9,en,no
5819,John journeyed to the office. Sandra went to the bedroom. Sandra is in the bathroom. Sandra went back to the hallway. Mary journeyed to the kitchen. Sandra is no longer in the hallway.,Is Sandra in the hallway?,qa9,en,no
5820,John journeyed to the office. Sandra went to the bedroom. Sandra is in the bathroom. Sandra went back to the hallway. Mary journeyed to the kitchen. Sandra is no longer in the hallway. John is in the bathroom. Daniel is in the hallway. Sandra is in the office. Mary is in the garden.,Is Sandra in the kitchen?,qa9,en,no
5821,Daniel went back to the office. Sandra is in the hallway.,Is Sandra in the hallway?,qa9,en,yes
5822,Sandra moved to the bedroom. Sandra journeyed to the office. Sandra journeyed to the hallway. Sandra journeyed to the garden. John journeyed to the bedroom. Daniel is in the bedroom. John travelled to the garden. John is in the office.,Is Daniel in the bedroom?,qa9,en,yes
5823,John journeyed to the bedroom. Mary went to the bathroom. Mary is not in the bathroom. John is no longer in the bedroom. Daniel is not in the bathroom. Daniel moved to the garden. Daniel journeyed to the bedroom. Daniel is in the garden. Daniel journeyed to the kitchen. Sandra is no longer in the office.,Is Daniel in the hallway?,qa9,en,no
5824,John went to the kitchen. John is in the bedroom. Daniel is not in the hallway. Sandra went to the kitchen.,Is John in the bedroom?,qa9,en,yes
5825,Mary is not in the bedroom. Daniel went to the garden. Sandra is in the bathroom. John is no longer in the garden.,Is Daniel in the garden?,qa9,en,yes
5826,Daniel is in the office. Daniel travelled to the garden.,Is Daniel in the garden?,qa9,en,yes
5827,Sandra travelled to the kitchen. Mary journeyed to the hallway. Daniel travelled to the bathroom. Mary journeyed to the bedroom. Daniel is in the kitchen. Sandra travelled to the garden. John journeyed to the bathroom. Sandra moved to the bathroom.,Is Sandra in the bathroom?,qa9,en,yes
5828,Daniel is not in the garden. Sandra moved to the hallway. John travelled to the bathroom. Daniel went to the kitchen. Mary is in the bathroom. Sandra is no longer in the hallway. Sandra is not in the office. John went to the hallway.,Is Mary in the bathroom?,qa9,en,yes
5829,John is not in the bedroom. John is in the bathroom.,Is John in the garden?,qa9,en,no
5830,John is not in the bedroom. John is in the bathroom. John travelled to the hallway. Sandra went back to the bedroom. John is no longer in the hallway. Daniel travelled to the office.,Is Daniel in the kitchen?,qa9,en,no
5831,John is no longer in the bathroom. Mary is in the hallway.,Is John in the bathroom?,qa9,en,no
5832,Daniel journeyed to the bedroom. Mary went to the bedroom. John is no longer in the office. John journeyed to the hallway. Daniel is not in the bedroom. Mary went back to the bathroom. Sandra is not in the office. Daniel travelled to the kitchen. Sandra is no longer in the garden. John is not in the hallway.,Is Mary in the bedroom?,qa9,en,no
5833,Sandra is not in the kitchen. John is in the bedroom.,Is John in the office?,qa9,en,no
5834,Mary is in the hallway. John went back to the kitchen. Daniel is in the bathroom. Daniel went back to the bedroom.,Is Daniel in the kitchen?,qa9,en,no
5835,Mary is in the hallway. John went back to the kitchen. Daniel is in the bathroom. Daniel went back to the bedroom. Daniel moved to the office. Mary journeyed to the office.,Is Daniel in the hallway?,qa9,en,no
5836,Mary is in the garden. Sandra is no longer in the kitchen. Mary journeyed to the bathroom. Sandra is not in the bedroom. Mary travelled to the kitchen. Sandra moved to the bathroom.,Is Sandra in the hallway?,qa9,en,no
5837,Daniel is in the bathroom. Sandra is no longer in the bedroom. Mary is no longer in the bedroom. Sandra is no longer in the kitchen. Sandra is in the hallway. Daniel is in the garden. Sandra is in the bedroom. Sandra is in the bathroom. Sandra travelled to the hallway. John is in the kitchen.,Is Sandra in the kitchen?,qa9,en,no
5838,John is not in the kitchen. Daniel went back to the hallway. John moved to the kitchen. Daniel went to the bedroom. John went back to the bathroom. John is in the bedroom. Daniel went back to the kitchen. Mary is no longer in the hallway. John travelled to the office. Mary is in the office.,Is Mary in the bedroom?,qa9,en,no
5839,Mary is in the bedroom. Sandra moved to the office. John journeyed to the garden. Daniel is not in the hallway. John went to the bathroom. Daniel journeyed to the office. Daniel is no longer in the office. Daniel travelled to the office. John went to the garden. Sandra is in the kitchen.,Is Daniel in the bedroom?,qa9,en,no
5840,Daniel is in the kitchen. Sandra is not in the office. John moved to the hallway. Mary is in the kitchen. Mary is not in the kitchen. Mary is no longer in the bedroom. Sandra went to the office. Mary travelled to the garden.,Is Mary in the kitchen?,qa9,en,no
5841,Daniel is not in the kitchen. Mary is not in the garden. Daniel is in the hallway. Sandra journeyed to the bathroom.,Is Daniel in the hallway?,qa9,en,yes
5842,John went to the bedroom. Daniel is not in the kitchen.,Is Daniel in the kitchen?,qa9,en,no
5843,Daniel is in the bathroom. Daniel is not in the bathroom. Sandra is no longer in the kitchen. John is not in the bedroom. Sandra journeyed to the office. Daniel journeyed to the garden. Mary is in the bathroom. Mary is not in the bathroom. Sandra is not in the office. John went back to the garden.,Is Mary in the bathroom?,qa9,en,no
5844,John went to the bathroom. Sandra journeyed to the garden. Daniel journeyed to the garden. Sandra went back to the office.,Is Daniel in the garden?,qa9,en,yes
5845,John went to the bathroom. Sandra journeyed to the garden. Daniel journeyed to the garden. Sandra went back to the office. Daniel journeyed to the kitchen. Mary is in the bathroom.,Is Sandra in the bathroom?,qa9,en,no
5846,John went back to the kitchen. Mary journeyed to the hallway. John is in the hallway. John is no longer in the hallway. Mary is no longer in the hallway. John is in the office. Sandra is in the garden. Sandra went to the hallway. Sandra is in the kitchen. Sandra is not in the kitchen.,Is John in the garden?,qa9,en,no
5847,Daniel travelled to the garden. Sandra is in the bathroom.,Is Sandra in the kitchen?,qa9,en,no
5848,Daniel is in the bathroom. Sandra journeyed to the garden. John moved to the kitchen. Sandra moved to the hallway.,Is John in the kitchen?,qa9,en,yes
5849,Mary travelled to the garden. Daniel is no longer in the hallway. John went to the office. John is in the hallway. Sandra is in the bedroom. Sandra is in the bathroom. John is not in the hallway. John went back to the bedroom.,Is Sandra in the office?,qa9,en,no
5850,Sandra travelled to the office. Daniel is not in the kitchen. Daniel is not in the bedroom. Mary went back to the kitchen. John moved to the kitchen. Daniel moved to the garden. Sandra is in the bathroom. Daniel journeyed to the office.,Is John in the kitchen?,qa9,en,yes
5851,Sandra travelled to the office. Daniel is not in the kitchen. Daniel is not in the bedroom. Mary went back to the kitchen. John moved to the kitchen. Daniel moved to the garden. Sandra is in the bathroom. Daniel journeyed to the office. John is not in the kitchen. Daniel is in the bedroom.,Is Daniel in the office?,qa9,en,no
5852,John went back to the kitchen. Daniel is in the hallway. John travelled to the bathroom. Mary journeyed to the garden. Daniel is in the garden. Sandra went back to the garden.,Is Sandra in the hallway?,qa9,en,no
5853,Mary is not in the kitchen. Daniel is in the garden.,Is Daniel in the garden?,qa9,en,yes
5854,Daniel went to the office. Daniel is no longer in the office. Sandra is in the hallway. Sandra is in the bedroom.,Is Sandra in the office?,qa9,en,no
5855,Daniel went to the office. Daniel is no longer in the office. Sandra is in the hallway. Sandra is in the bedroom. John journeyed to the garden. John is no longer in the garden. Mary is no longer in the bathroom. John is in the bathroom.,Is John in the bathroom?,qa9,en,yes
5856,Daniel journeyed to the bathroom. Daniel is in the kitchen. Sandra journeyed to the garden. Daniel is in the office.,Is Daniel in the office?,qa9,en,yes
5857,Mary is in the office. John is in the bathroom. Mary went back to the bedroom. John is no longer in the bathroom.,Is Mary in the kitchen?,qa9,en,no
5858,Mary is in the office. John is in the bathroom. Mary went back to the bedroom. John is no longer in the bathroom. Mary went back to the hallway. Mary is not in the hallway.,Is Mary in the hallway?,qa9,en,no
5859,Sandra is in the kitchen. Sandra moved to the bedroom. John is in the bathroom. John is not in the bathroom. Mary is in the office. Daniel moved to the bathroom. Sandra went back to the bathroom. Daniel travelled to the hallway. Mary journeyed to the garden. Mary is in the bathroom.,Is Daniel in the bedroom?,qa9,en,no
5860,Daniel is no longer in the bathroom. Daniel is in the bathroom. Sandra moved to the office. Daniel is in the garden. Mary travelled to the bedroom. Daniel is not in the garden. Sandra travelled to the hallway. Sandra is in the garden.,Is Sandra in the garden?,qa9,en,yes
5861,Mary is in the kitchen. John is no longer in the office. Daniel journeyed to the bedroom. Mary travelled to the garden.,Is Mary in the garden?,qa9,en,yes
5862,Mary is in the kitchen. John is no longer in the office. Daniel journeyed to the bedroom. Mary travelled to the garden. Mary journeyed to the hallway. Mary is not in the hallway. Mary went to the hallway. Mary travelled to the garden.,Is Mary in the kitchen?,qa9,en,no
5863,Mary is in the hallway. Daniel is in the bathroom. John went to the bathroom. Daniel is not in the bathroom. Daniel is in the hallway. Sandra is in the hallway.,Is Daniel in the hallway?,qa9,en,yes
5864,Mary went back to the kitchen. Mary is in the office. Daniel is in the bathroom. Sandra is not in the garden. Sandra went back to the hallway. Daniel is not in the bathroom. John moved to the hallway. Mary is in the kitchen. Daniel is no longer in the bedroom. John is not in the hallway.,Is Daniel in the bedroom?,qa9,en,no
5865,John is in the kitchen. Sandra is in the hallway. Mary went back to the office. Mary is in the bedroom. Sandra is in the bathroom. John is not in the kitchen. Sandra is in the kitchen. Mary travelled to the garden. Sandra is in the garden. Mary is not in the garden.,Is John in the kitchen?,qa9,en,no
5866,Sandra is in the hallway. John moved to the kitchen.,Is John in the kitchen?,qa9,en,yes
5867,John travelled to the hallway. John went to the bedroom.,Is John in the bedroom?,qa9,en,yes
5868,Sandra is in the bathroom. Mary journeyed to the office. Mary went back to the kitchen. Sandra is no longer in the bathroom.,Is Sandra in the bathroom?,qa9,en,no
5869,Sandra is in the bathroom. Mary journeyed to the office. Mary went back to the kitchen. Sandra is no longer in the bathroom. Mary is in the office. Daniel is not in the kitchen.,Is Mary in the bedroom?,qa9,en,no
5870,Mary is in the office. Mary is in the garden. Daniel went to the bedroom. Sandra is in the kitchen. Sandra travelled to the bathroom. John is in the bedroom.,Is Sandra in the office?,qa9,en,no
5871,Daniel is not in the hallway. Daniel journeyed to the kitchen.,Is Daniel in the kitchen?,qa9,en,yes
5872,Mary is in the hallway. Mary is not in the hallway.,Is Mary in the hallway?,qa9,en,no
5873,Mary is in the hallway. Mary is not in the hallway. John travelled to the office. Sandra journeyed to the hallway. Daniel journeyed to the kitchen. Mary is in the hallway.,Is John in the garden?,qa9,en,no
5874,John went to the hallway. Daniel is in the hallway. John is in the bedroom. Daniel moved to the office.,Is John in the bedroom?,qa9,en,yes
5875,John went to the hallway. Daniel is in the hallway. John is in the bedroom. Daniel moved to the office. John went to the kitchen. Mary travelled to the kitchen.,Is Daniel in the office?,qa9,en,yes
5876,John is no longer in the office. Mary went back to the office. Sandra is no longer in the bathroom. Mary moved to the kitchen. Sandra is in the bedroom. John went back to the garden.,Is Mary in the bathroom?,qa9,en,no
5877,John is no longer in the office. Mary went back to the office. Sandra is no longer in the bathroom. Mary moved to the kitchen. Sandra is in the bedroom. John went back to the garden. Sandra is not in the bedroom. Sandra is in the bedroom. Sandra is in the office. Daniel moved to the office.,Is Sandra in the office?,qa9,en,yes
5878,Daniel journeyed to the office. Sandra journeyed to the bedroom.,Is Daniel in the office?,qa9,en,yes
5879,John went back to the bathroom. John moved to the garden. Mary moved to the garden. Sandra went to the garden.,Is Sandra in the hallway?,qa9,en,no
5880,Sandra moved to the office. John is in the garden. John is in the kitchen. Mary is in the bathroom.,Is Mary in the hallway?,qa9,en,no
5881,Mary is not in the kitchen. Mary is not in the garden.,Is Mary in the garden?,qa9,en,no
5882,Mary is not in the kitchen. Mary is not in the garden. John is in the kitchen. John is not in the kitchen.,Is John in the kitchen?,qa9,en,no
5883,Daniel is in the garden. Sandra journeyed to the office. Sandra went to the kitchen. Mary travelled to the hallway. John is in the kitchen. Sandra travelled to the garden. Mary is in the office. John went back to the bathroom.,Is Sandra in the bathroom?,qa9,en,no
5884,Mary travelled to the office. John is in the hallway. Mary went back to the bedroom. Daniel is no longer in the hallway. John went back to the kitchen. Sandra journeyed to the bathroom. Mary is not in the bedroom. Mary is in the kitchen.,Is John in the kitchen?,qa9,en,yes
5885,Sandra is in the office. John is not in the garden. Daniel is not in the kitchen. Mary is in the garden.,Is Daniel in the kitchen?,qa9,en,no
5886,Mary travelled to the kitchen. Daniel is in the garden. Daniel moved to the bathroom. Sandra is not in the garden. Daniel is in the garden. John went to the office.,Is John in the hallway?,qa9,en,no
5887,Mary travelled to the kitchen. Daniel is in the garden. Daniel moved to the bathroom. Sandra is not in the garden. Daniel is in the garden. John went to the office. Daniel is not in the garden. John went back to the bedroom.,Is Sandra in the garden?,qa9,en,no
5888,Mary travelled to the kitchen. Daniel is in the garden. Daniel moved to the bathroom. Sandra is not in the garden. Daniel is in the garden. John went to the office. Daniel is not in the garden. John went back to the bedroom. Daniel went to the office. Mary travelled to the office.,Is Mary in the office?,qa9,en,yes
5889,John is no longer in the bathroom. Daniel is no longer in the bedroom. Daniel is no longer in the garden. Daniel is no longer in the office.,Is John in the bathroom?,qa9,en,no
5890,John is in the garden. John moved to the hallway.,Is John in the bedroom?,qa9,en,no
5891,John is in the hallway. John travelled to the bathroom. John is in the office. Sandra is in the office. Daniel travelled to the bathroom. Sandra is not in the office.,Is Daniel in the bedroom?,qa9,en,no
5892,John journeyed to the kitchen. John journeyed to the bathroom. Daniel is in the kitchen. Mary is not in the bedroom. Mary went to the hallway. Daniel is in the bedroom. Mary is not in the hallway. Sandra moved to the hallway.,Is Mary in the hallway?,qa9,en,no
5893,Sandra is in the garden. Sandra is not in the garden. John went to the office. John is in the bedroom. Daniel moved to the garden. Mary went to the bedroom. Daniel is not in the garden. John is in the garden. Sandra moved to the hallway. Mary went back to the garden.,Is Sandra in the garden?,qa9,en,no
5894,Sandra went back to the hallway. Sandra is not in the hallway. Mary is in the hallway. John went back to the bedroom. Mary journeyed to the bedroom. John moved to the bathroom.,Is John in the bathroom?,qa9,en,yes
5895,Sandra went back to the hallway. Sandra is not in the hallway. Mary is in the hallway. John went back to the bedroom. Mary journeyed to the bedroom. John moved to the bathroom. Sandra journeyed to the kitchen. Mary went to the kitchen.,Is Sandra in the office?,qa9,en,no
5896,John moved to the bathroom. Mary is no longer in the office. Sandra is in the bathroom. Sandra travelled to the garden. Daniel is in the bathroom. Mary journeyed to the garden. Daniel moved to the garden. Daniel is no longer in the garden.,Is Sandra in the kitchen?,qa9,en,no
5897,Sandra is in the bathroom. Daniel went back to the office.,Is Daniel in the bedroom?,qa9,en,no
5898,Sandra is no longer in the bedroom. John went back to the kitchen.,Is John in the kitchen?,qa9,en,yes
5899,Sandra is no longer in the bedroom. John went back to the kitchen. John is in the hallway. Daniel is in the hallway. Daniel is no longer in the hallway. John moved to the office. John travelled to the bathroom. Mary is in the bedroom.,Is Daniel in the hallway?,qa9,en,no
5900,Fred journeyed to the office. Fred went back to the cinema. Julie is either in the school or the office. Julie moved to the cinema.,Is Julie in the cinema?,qa10,en,yes
5901,Julie journeyed to the cinema. Fred is in the bedroom. Julie moved to the kitchen. Mary travelled to the park. Mary is in the bedroom. Fred is either in the kitchen or the kitchen. Julie is either in the cinema or the park. Bill is either in the office or the office. Bill is either in the park or the park. Julie is either in the bedroom or the school.,Is Fred in the cinema?,qa10,en,no
5902,Mary went to the office. Bill moved to the kitchen.,Is Mary in the school?,qa10,en,no
5903,Bill is either in the school or the school. Mary is either in the office or the kitchen. Mary travelled to the cinema. Mary journeyed to the kitchen.,Is Bill in the school?,qa10,en,maybe
5904,Bill went back to the school. Julie went to the school. Fred travelled to the cinema. Bill is either in the kitchen or the park. Bill is in the office. Fred moved to the kitchen. Fred moved to the office. Mary went to the bedroom.,Is Bill in the office?,qa10,en,yes
5905,Bill travelled to the kitchen. Julie went to the school. Julie is either in the bedroom or the cinema. Julie went to the kitchen.,Is Julie in the kitchen?,qa10,en,yes
5906,Julie is either in the kitchen or the office. Mary travelled to the school. Julie is either in the bedroom or the bedroom. Bill went to the school.,Is Julie in the kitchen?,qa10,en,no
5907,Mary went back to the office. Bill is either in the park or the kitchen. Bill went to the bedroom. Julie is either in the park or the school. Mary went back to the kitchen. Fred travelled to the office.,Is Bill in the bedroom?,qa10,en,yes
5908,Julie is in the cinema. Fred is in the bedroom. Julie is in the park. Mary is in the school. Mary is either in the school or the park. Mary is in the school.,Is Mary in the school?,qa10,en,yes
5909,Bill travelled to the kitchen. Bill is in the office. Mary is in the school. Fred is in the school.,Is Fred in the school?,qa10,en,yes
5910,Fred is either in the cinema or the school. Julie travelled to the school. Fred moved to the school. Bill travelled to the cinema.,Is Julie in the school?,qa10,en,yes
5911,Mary moved to the kitchen. Fred moved to the kitchen. Mary travelled to the cinema. Bill is either in the bedroom or the cinema. Mary is in the office. Mary travelled to the school.,Is Mary in the school?,qa10,en,yes
5912,Mary moved to the kitchen. Fred moved to the kitchen. Mary travelled to the cinema. Bill is either in the bedroom or the cinema. Mary is in the office. Mary travelled to the school. Bill travelled to the bedroom. Fred is either in the cinema or the cinema. Fred is either in the cinema or the school. Bill is in the cinema.,Is Mary in the school?,qa10,en,yes
5913,Fred is in the park. Mary journeyed to the cinema.,Is Fred in the park?,qa10,en,yes
5914,Fred travelled to the school. Fred is in the office. Bill is in the bedroom. Bill is in the kitchen. Bill went to the bedroom. Julie travelled to the school. Mary is in the cinema. Mary is in the bedroom. Mary is in the cinema. Bill journeyed to the park.,Is Bill in the cinema?,qa10,en,no
5915,Bill is in the school. Mary travelled to the kitchen. Fred is in the park. Fred is in the school. Bill is in the cinema. Bill is in the office.,Is Fred in the cinema?,qa10,en,no
5916,Julie went to the office. Bill is in the park. Julie journeyed to the park. Bill journeyed to the cinema. Mary moved to the kitchen. Mary is in the office. Fred is in the cinema. Mary journeyed to the park. Julie moved to the office. Julie went to the bedroom.,Is Julie in the office?,qa10,en,no
5917,Mary is either in the park or the bedroom. Fred travelled to the school. Mary is in the bedroom. Julie is in the bedroom. Bill went to the cinema. Bill is either in the school or the office.,Is Mary in the kitchen?,qa10,en,no
5918,Mary went to the park. Mary went to the kitchen. Bill is in the cinema. Bill went back to the office.,Is Bill in the kitchen?,qa10,en,no
5919,Mary journeyed to the office. Bill is either in the school or the kitchen. Mary journeyed to the cinema. Julie is in the cinema. Bill travelled to the cinema. Bill is either in the kitchen or the school. Bill is in the cinema. Bill is either in the school or the park. Mary is in the bedroom. Mary is either in the office or the bedroom.,Is Bill in the park?,qa10,en,maybe
5920,Mary went to the office. Fred went back to the kitchen. Bill travelled to the bedroom. Fred journeyed to the school. Mary is in the park. Fred travelled to the cinema. Mary is in the cinema. Mary is either in the office or the park.,Is Fred in the cinema?,qa10,en,yes
5921,Julie travelled to the kitchen. Julie is in the office. Mary journeyed to the office. Fred is either in the park or the park. Mary is in the bedroom. Fred went to the bedroom. Bill went to the kitchen. Bill travelled to the cinema.,Is Bill in the cinema?,qa10,en,yes
5922,Julie is either in the school or the bedroom. Bill journeyed to the cinema. Bill went to the kitchen. Fred journeyed to the school. Fred is in the bedroom. Bill journeyed to the bedroom.,Is Bill in the bedroom?,qa10,en,yes
5923,Mary went back to the park. Fred is either in the bedroom or the kitchen. Julie travelled to the office. Bill travelled to the cinema.,Is Bill in the kitchen?,qa10,en,no
5924,Mary went back to the park. Fred is either in the bedroom or the kitchen. Julie travelled to the office. Bill travelled to the cinema. Bill is in the bedroom. Fred is either in the park or the office.,Is Julie in the school?,qa10,en,no
5925,Bill is either in the bedroom or the cinema. Mary travelled to the park. Fred moved to the park. Mary journeyed to the office. Bill is either in the cinema or the school. Fred went to the office. Bill is either in the kitchen or the kitchen. Mary is in the kitchen. Mary is either in the park or the cinema. Fred is in the school.,Is Mary in the kitchen?,qa10,en,no
5926,Fred is either in the school or the school. Bill journeyed to the kitchen. Julie travelled to the park. Fred travelled to the park. Bill is either in the bedroom or the cinema. Julie moved to the bedroom. Mary went to the school. Mary is either in the park or the cinema. Bill went to the bedroom. Mary is in the office.,Is Mary in the office?,qa10,en,yes
5927,Fred is in the school. Bill went back to the kitchen. Bill is either in the cinema or the bedroom. Bill is in the school. Julie travelled to the school. Fred went to the bedroom.,Is Bill in the school?,qa10,en,yes
5928,Mary is either in the bedroom or the bedroom. Julie is either in the office or the cinema. Julie went back to the park. Mary moved to the school. Bill moved to the park. Bill is either in the kitchen or the bedroom. Mary went to the kitchen. Fred went back to the bedroom.,Is Fred in the bedroom?,qa10,en,yes
5929,Julie is in the kitchen. Mary is in the cinema. Mary is in the bedroom. Mary is either in the school or the park. Mary went back to the kitchen. Mary journeyed to the cinema.,Is Mary in the cinema?,qa10,en,yes
5930,Fred is in the bedroom. Mary is either in the school or the cinema. Mary moved to the bedroom. Bill is either in the bedroom or the park. Julie travelled to the office. Mary travelled to the kitchen. Mary is either in the park or the bedroom. Bill travelled to the cinema. Julie is either in the kitchen or the bedroom. Fred is in the school.,Is Julie in the bedroom?,qa10,en,maybe
5931,Fred is in the school. Mary is in the cinema. Bill went back to the office. Mary is in the school. Mary went back to the cinema. Julie journeyed to the office. Mary went to the park. Fred travelled to the bedroom. Mary is either in the bedroom or the park. Julie is in the bedroom.,Is Mary in the school?,qa10,en,no
5932,Bill is either in the bedroom or the office. Fred went back to the office. Bill went back to the kitchen. Bill is either in the park or the office.,Is Bill in the office?,qa10,en,maybe
5933,Mary moved to the bedroom. Julie went back to the park. Julie is in the kitchen. Julie is either in the office or the cinema. Fred travelled to the school. Bill journeyed to the school. Mary went to the school. Fred is either in the bedroom or the office.,Is Fred in the kitchen?,qa10,en,no
5934,Fred is in the park. Julie is in the bedroom. Bill travelled to the school. Mary went to the school. Fred journeyed to the bedroom. Julie journeyed to the park. Mary travelled to the kitchen. Fred is in the kitchen. Mary is in the cinema. Julie is in the kitchen.,Is Julie in the cinema?,qa10,en,no
5935,Bill travelled to the bedroom. Fred is in the kitchen.,Is Bill in the bedroom?,qa10,en,yes
5936,Bill went back to the kitchen. Julie is either in the school or the bedroom. Bill travelled to the office. Bill is either in the school or the bedroom. Mary is in the park. Julie journeyed to the office. Fred went back to the office. Bill is either in the school or the office. Mary went to the bedroom. Julie is either in the bedroom or the bedroom.,Is Julie in the cinema?,qa10,en,no
5937,Mary moved to the school. Bill went to the cinema. Julie went back to the park. Julie is in the cinema. Bill is either in the school or the kitchen. Julie is in the office.,Is Bill in the school?,qa10,en,maybe
5938,Bill is in the cinema. Bill is in the kitchen. Mary is either in the office or the kitchen. Julie is either in the cinema or the school. Fred travelled to the bedroom. Julie went back to the park.,Is Julie in the park?,qa10,en,yes
5939,Julie is either in the bedroom or the cinema. Bill journeyed to the cinema.,Is Bill in the cinema?,qa10,en,yes
5940,Fred moved to the office. Julie journeyed to the park. Mary is either in the office or the bedroom. Mary is either in the office or the cinema. Fred is in the park. Bill is in the cinema. Julie travelled to the cinema. Bill is either in the office or the school.,Is Fred in the cinema?,qa10,en,no
5941,Mary went to the school. Fred travelled to the school.,Is Fred in the school?,qa10,en,yes
5942,Bill went back to the kitchen. Bill is in the office. Julie moved to the kitchen. Bill is either in the park or the kitchen. Fred went back to the park. Mary is either in the office or the kitchen. Bill is either in the cinema or the bedroom. Julie went to the cinema. Fred is in the cinema. Mary journeyed to the school.,Is Mary in the school?,qa10,en,yes
5943,Fred is either in the cinema or the bedroom. Mary is either in the school or the office. Mary is in the cinema. Bill is either in the park or the office. Bill travelled to the school. Mary went to the office. Julie moved to the kitchen. Mary is in the school.,Is Mary in the bedroom?,qa10,en,no
